"ASV_id","Sample_name","BestTaxon","Class","nReads","name_match_type","domain","phylum","class","order","family","genus","species","before_domain","after_domain","before_phylum","after_phylum","before_class","after_class","before_order","after_order","before_family","after_family","before_genus","after_genus","before_species","after_species","regatta_match_rank","after_scientific_name"
"row_3502","RL2501_F1_2_1_MV1","Cololabis saira","Actinopteri",461,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3503","RL2501_F1_2_1_MV1","Delphinidae","Mammalia",34485,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3504","RL2501_F1_2_1_MV1","Delphinus bairdii","Mammalia",955,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_3505","RL2501_F1_2_1_MV1","Engraulis mordax","Actinopteri",115856,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3506","RL2501_F1_2_1_MV1","Evadne","Branchiopoda",17,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3507","RL2501_F1_2_1_MV1","Symbolophorus californiensis","Actinopteri",1678,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_3508","RL2501_F1_2_1_MV1","Syngnathus","Actinopteri",28163,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_3509","RL2501_F1_2_1_MV1","Triphoturus mexicanus","Actinopteri",4995,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Triphoturus","Triphoturus","Triphoturus mexicanus","Triphoturus mexicanus","species","Triphoturus mexicanus"
"row_3510","RL2501_F1_2_1_MV1",NA,NA,16376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3511","RL2501_F1_2_2_MV1","Astropecten verrilli","Asteroidea",167,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3512","RL2501_F1_2_2_MV1","Cololabis saira","Actinopteri",392,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3513","RL2501_F1_2_2_MV1","Delphinidae","Mammalia",16447,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3514","RL2501_F1_2_2_MV1","Delphinus bairdii","Mammalia",1764,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_3515","RL2501_F1_2_2_MV1","Engraulis mordax","Actinopteri",74627,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3516","RL2501_F1_2_2_MV1","Evadne","Branchiopoda",40,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3517","RL2501_F1_2_2_MV1","Homo sapiens","Mammalia",1463,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_3518","RL2501_F1_2_2_MV1","Lipolagus ochotensis","Actinopteri",53,"scientific name","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Argentiniformes","Argentiniformes","Bathylagidae","Bathylagidae","Lipolagus","Lipolagus","Lipolagus ochotensis","Lipolagus ochotensis","species","Lipolagus ochotensis"
"row_3519","RL2501_F1_2_2_MV1","Medialuna californiensis","Actinopteri",1276,"scientific name","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Medialuna","Medialuna californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Centrarchiformes","Centrarchiformes","Kyphosidae","Kyphosidae","Medialuna","Medialuna","Medialuna californiensis","Medialuna californiensis","species","Medialuna californiensis"
"row_3520","RL2501_F1_2_2_MV1","Merluccius productus","Actinopteri",86,"scientific name","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Gadiformes","Gadiformes","Merlucciidae","Merlucciidae","Merluccius","Merluccius","Merluccius productus","Merluccius productus","species","Merluccius productus"
"row_3521","RL2501_F1_2_2_MV1","Sebastes","Actinopteri",792,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_3522","RL2501_F1_2_2_MV1","Symbolophorus californiensis","Actinopteri",58,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_3523","RL2501_F1_2_2_MV1","Syngnathus","Actinopteri",14754,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_3524","RL2501_F1_2_2_MV1","Trachurus symmetricus","Actinopteri",64,"scientific name","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Carangiformes","Carangiformes","Carangidae","Carangidae","Trachurus","Trachurus","Trachurus symmetricus","Trachurus symmetricus","species","Trachurus symmetricus"
"row_3525","RL2501_F1_2_2_MV1",NA,NA,46968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3526","RL2501_F1_2_3_MV1","Artiodactyla","Mammalia",37,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla",NA,NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla",NA,NA,NA,NA,NA,NA,"order","Artiodactyla"
"row_3527","RL2501_F1_2_3_MV1","Astropecten verrilli","Asteroidea",80,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3528","RL2501_F1_2_3_MV1","Cololabis saira","Actinopteri",205,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3529","RL2501_F1_2_3_MV1","Delphinidae","Mammalia",2110,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3530","RL2501_F1_2_3_MV1","Delphinus bairdii","Mammalia",262,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_3531","RL2501_F1_2_3_MV1","Engraulis mordax","Actinopteri",30588,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3532","RL2501_F1_2_3_MV1","Evadne","Branchiopoda",14,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3533","RL2501_F1_2_3_MV1","Syngnathus","Actinopteri",5937,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_3534","RL2501_F1_2_3_MV1",NA,NA,28945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3535","RL2501_F1_2_4_MV1","Astropecten verrilli","Asteroidea",363,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3536","RL2501_F1_2_4_MV1","Bathycoccus prasinos","Mamiellophyceae",60,"scientific name","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos","Eukaryota","Eukaryota","Chlorophyta",NA,"Mamiellophyceae",NA,"Mamiellales",NA,"Bathycoccaceae",NA,"Bathycoccus",NA,"Bathycoccus prasinos",NA,"domain","Eukaryota"
"row_3537","RL2501_F1_2_4_MV1","Chloropicon roscoffensis","Chloropicophyceae",492,"scientific name","Eukaryota","Chlorophyta","Chloropicophyceae","Chloropicales","Chloropicaceae","Chloropicon","Chloropicon roscoffensis","Eukaryota","Eukaryota","Chlorophyta",NA,"Chloropicophyceae",NA,"Chloropicales",NA,"Chloropicaceae",NA,"Chloropicon",NA,"Chloropicon roscoffensis",NA,"domain","Eukaryota"
"row_3538","RL2501_F1_2_4_MV1","Delphinidae","Mammalia",9595,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3539","RL2501_F1_2_4_MV1","Delphinus bairdii","Mammalia",367,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae","Delphinus","Delphinus","Delphinus bairdii",NA,"genus","Delphinus"
"row_3540","RL2501_F1_2_4_MV1","Engraulis mordax","Actinopteri",50533,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3541","RL2501_F1_2_4_MV1","Evadne","Branchiopoda",40,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3542","RL2501_F1_2_4_MV1","Homo sapiens","Mammalia",1300,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_3543","RL2501_F1_2_4_MV1","Syngnathus","Actinopteri",10220,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_3544","RL2501_F1_2_4_MV1","Trachurus symmetricus","Actinopteri",1821,"scientific name","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Carangiformes","Carangiformes","Carangidae","Carangidae","Trachurus","Trachurus","Trachurus symmetricus","Trachurus symmetricus","species","Trachurus symmetricus"
"row_3545","RL2501_F1_2_4_MV1",NA,NA,73587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3546","RL2501_F2_1_1_MV1","Astropecten verrilli","Asteroidea",67,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3547","RL2501_F2_1_1_MV1","Cololabis saira","Actinopteri",1129,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3548","RL2501_F2_1_1_MV1","Delphinidae","Mammalia",5725,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3549","RL2501_F2_1_1_MV1","Engraulis mordax","Actinopteri",42163,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3550","RL2501_F2_1_1_MV1","Evadne","Branchiopoda",16,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3551","RL2501_F2_1_1_MV1","Homo sapiens","Mammalia",8064,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_3552","RL2501_F2_1_1_MV1","Mola","Actinopteri",2868,"scientific name","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Tetraodontiformes","Tetraodontiformes","Molidae","Molidae","Mola","Mola",NA,NA,"genus","Mola"
"row_3553","RL2501_F2_1_1_MV1","Symbolophorus californiensis","Actinopteri",1335,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Symbolophorus","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis","species","Symbolophorus californiensis"
"row_3554","RL2501_F2_1_1_MV1",NA,NA,64451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3555","RL2501_F2_1_2_MV1","Cololabis saira","Actinopteri",410,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3556","RL2501_F2_1_2_MV1","Delphinidae","Mammalia",2754,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3557","RL2501_F2_1_2_MV1","Engraulis mordax","Actinopteri",10951,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3558","RL2501_F2_1_2_MV1","Evadne","Branchiopoda",39,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3559","RL2501_F2_1_2_MV1","Homo sapiens","Mammalia",9534,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_3560","RL2501_F2_1_2_MV1","Sebastes","Actinopteri",7,"scientific name","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Perciformes","Perciformes","Sebastidae","Sebastidae","Sebastes","Sebastes",NA,NA,"genus","Sebastes"
"row_3561","RL2501_F2_1_2_MV1","Tetragonurus cuvieri","Actinopteri",957,"scientific name","Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Scombriformes","Scombriformes","Tetragonuridae","Tetragonuridae","Tetragonurus","Tetragonurus","Tetragonurus cuvieri","Tetragonurus cuvieri","species","Tetragonurus cuvieri"
"row_3562","RL2501_F2_1_2_MV1","Trachurus symmetricus","Actinopteri",477,"scientific name","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Carangiformes","Carangiformes","Carangidae","Carangidae","Trachurus","Trachurus","Trachurus symmetricus","Trachurus symmetricus","species","Trachurus symmetricus"
"row_3563","RL2501_F2_1_2_MV1",NA,NA,77448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3564","RL2501_F2_1_3_MV1","Astropecten verrilli","Asteroidea",3,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3565","RL2501_F2_1_3_MV1","Cololabis saira","Actinopteri",362,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3566","RL2501_F2_1_3_MV1","Delphinidae","Mammalia",416,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3567","RL2501_F2_1_3_MV1","Engraulis mordax","Actinopteri",13774,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
"row_3568","RL2501_F2_1_3_MV1","Evadne","Branchiopoda",30,"scientific name","Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA,"Eukaryota","Eukaryota","Arthropoda",NA,"Branchiopoda",NA,"Diplostraca",NA,"Podonidae",NA,"Evadne",NA,NA,NA,"domain","Eukaryota"
"row_3569","RL2501_F2_1_3_MV1","Homo sapiens","Mammalia",2203,"scientific name","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Primates",NA,"Hominidae",NA,"Homo",NA,"Homo sapiens",NA,"class","Mammalia"
"row_3570","RL2501_F2_1_3_MV1","Syngnathus","Actinopteri",104,"scientific name","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA,"Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Syngnathiformes","Syngnathiformes","Syngnathidae","Syngnathidae","Syngnathus","Syngnathus",NA,NA,"genus","Syngnathus"
"row_3571","RL2501_F2_1_3_MV1","Triphoturus mexicanus","Actinopteri",2025,"scientific name","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Myctophiformes","Myctophiformes","Myctophidae","Myctophidae","Triphoturus","Triphoturus","Triphoturus mexicanus","Triphoturus mexicanus","species","Triphoturus mexicanus"
"row_3572","RL2501_F2_1_3_MV1",NA,NA,68686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"row_3573","RL2501_F2_1_4_MV1","Astropecten verrilli","Asteroidea",41,"scientific name","Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli","Eukaryota","Eukaryota","Echinodermata",NA,"Asteroidea",NA,"Paxillosida",NA,"Astropectinidae",NA,"Astropecten",NA,"Astropecten verrilli",NA,"domain","Eukaryota"
"row_3574","RL2501_F2_1_4_MV1","Cololabis saira","Actinopteri",490,"scientific name","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Beloniformes","Beloniformes","Belonidae","Belonidae","Cololabis","Cololabis","Cololabis saira","Cololabis saira","species","Cololabis saira"
"row_3575","RL2501_F2_1_4_MV1","Delphinidae","Mammalia",940,"scientific name","Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA,"Eukaryota","Eukaryota","Chordata","Chordata","Mammalia","Mammalia","Artiodactyla","Artiodactyla","Delphinidae","Delphinidae",NA,NA,NA,NA,"family","Delphinidae"
"row_3576","RL2501_F2_1_4_MV1","Engraulis mordax","Actinopteri",7210,"scientific name","Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","Eukaryota","Eukaryota","Chordata","Chordata","Actinopteri","Actinopteri","Clupeiformes","Clupeiformes","Engraulidae","Engraulidae","Engraulis","Engraulis","Engraulis mordax","Engraulis mordax","species","Engraulis mordax"
