"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F045_4_MV1","Delphinidae","Mammalia",4641,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F045_4_MV1","Engraulis mordax","Actinopteri",49858,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F045_4_MV1","Sebastes","Actinopteri",1089,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F045_4_MV1","Symbolophorus californiensis","Actinopteri",2224,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F045_4_MV1",NA,NA,14494,NA,NA,NA,NA,NA,NA,NA
"RL2501_F051_1_MV1","Astropecten verrilli","Asteroidea",181,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F051_1_MV1","Bathycoccus prasinos","Mamiellophyceae",17,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F051_1_MV1","Ceratoscopelus","Actinopteri",81785,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F051_1_MV1","Cololabis saira","Actinopteri",249,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F051_1_MV1","Delphinidae","Mammalia",311,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F051_1_MV1","Engraulis mordax","Actinopteri",3126,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F051_1_MV1","Homo sapiens","Mammalia",651,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F051_1_MV1","Phosichthyidae","Actinopteri",1225,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F051_1_MV1","Scomber japonicus","Actinopteri",365,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber japonicus"
"RL2501_F051_1_MV1","Sebastes","Actinopteri",340,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F051_1_MV1","Symbolophorus californiensis","Actinopteri",686,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F051_1_MV1","Tetragonurus cuvieri","Actinopteri",929,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F051_1_MV1","Trachurus symmetricus","Actinopteri",679,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F051_1_MV1",NA,NA,4489,NA,NA,NA,NA,NA,NA,NA
"RL2501_F051_2_MV1","Astropecten verrilli","Asteroidea",136,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F051_2_MV1","Ceratoscopelus","Actinopteri",82201,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F051_2_MV1","Cololabis saira","Actinopteri",386,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F051_2_MV1","Delphinidae","Mammalia",79,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F051_2_MV1","Engraulis mordax","Actinopteri",1306,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F051_2_MV1","Grampus griseus","Mammalia",18,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Grampus","Grampus griseus"
"RL2501_F051_2_MV1","Homo sapiens","Mammalia",811,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F051_2_MV1","Mola","Actinopteri",560,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA
"RL2501_F051_2_MV1","Phosichthyidae","Actinopteri",551,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F051_2_MV1","Tetragonurus cuvieri","Actinopteri",1643,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F051_2_MV1","Trachurus symmetricus","Actinopteri",301,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F051_2_MV1",NA,NA,9367,NA,NA,NA,NA,NA,NA,NA
"RL2501_F051_3_MV1","Astropecten verrilli","Asteroidea",30,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F051_3_MV1","Ceratoscopelus","Actinopteri",117081,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F051_3_MV1","Cololabis saira","Actinopteri",131,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F051_3_MV1","Delphinidae","Mammalia",26,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F051_3_MV1","Engraulis mordax","Actinopteri",878,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F051_3_MV1","Homo sapiens","Mammalia",591,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F051_3_MV1","Myctophidae","Actinopteri",7,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae",NA,NA
"RL2501_F051_3_MV1","Myctophum nitidulum","Actinopteri",104,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F051_3_MV1","Phosichthyidae","Actinopteri",667,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F051_3_MV1","Stenella coeruleoalba","Mammalia",40,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F051_3_MV1","Symbolophorus californiensis","Actinopteri",101,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F051_3_MV1","Tetragonurus cuvieri","Actinopteri",167,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F051_3_MV1","Trachurus","Actinopteri",45,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",NA
"RL2501_F051_3_MV1","Trachurus symmetricus","Actinopteri",184,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F051_3_MV1",NA,NA,8338,NA,NA,NA,NA,NA,NA,NA
"RL2501_F051_4_MV1","Astropecten verrilli","Asteroidea",153,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F051_4_MV1","Ceratoscopelus","Actinopteri",90478,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F051_4_MV1","Delphinidae","Mammalia",228,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F051_4_MV1","Engraulis mordax","Actinopteri",2474,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F051_4_MV1","Homo sapiens","Mammalia",1360,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F051_4_MV1","Mola","Actinopteri",667,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA
"RL2501_F051_4_MV1","Myctophum nitidulum","Actinopteri",21,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F051_4_MV1","Phosichthyidae","Actinopteri",1103,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F051_4_MV1","Stenella coeruleoalba","Mammalia",153,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F051_4_MV1","Symbolophorus californiensis","Actinopteri",302,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F051_4_MV1",NA,NA,18293,NA,NA,NA,NA,NA,NA,NA
"RL2501_F057_1_MV1","Astropecten verrilli","Asteroidea",119,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F057_1_MV1","Bathycoccus prasinos","Mamiellophyceae",20,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F057_1_MV1","Carcharhinidae","Chondrichthyes",4,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae",NA,NA
"RL2501_F057_1_MV1","Ceratoscopelus","Actinopteri",311,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F057_1_MV1","Citharichthys sordidus","Actinopteri",106,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F057_1_MV1","Citharichthys stigmaeus","Actinopteri",806,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F057_1_MV1","Delphinidae","Mammalia",18430,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F057_1_MV1","Engraulis mordax","Actinopteri",1124,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F057_1_MV1","Gallus","Aves",119,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F057_1_MV1","Homo sapiens","Mammalia",7068,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F057_1_MV1","Icichthys lockingtoni","Actinopteri",41135,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F057_1_MV1","Lampanyctus tenuiformis","Actinopteri",4429,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis"
"RL2501_F057_1_MV1","Phosichthyidae","Actinopteri",1750,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F057_1_MV1","Sarda","Actinopteri",50,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda",NA
"RL2501_F057_1_MV1","Sardinops sagax","Actinopteri",44,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F057_1_MV1","Sebastes","Actinopteri",103,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F057_1_MV1","Symbolophorus californiensis","Actinopteri",1460,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F057_1_MV1","Tetragonurus cuvieri","Actinopteri",2340,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F057_1_MV1","Trachipterus","Actinopteri",7268,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F057_1_MV1","Zalophus californianus","Mammalia",6,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F057_1_MV1",NA,NA,1199,NA,NA,NA,NA,NA,NA,NA
"RL2501_F057_2_MV1","Astropecten verrilli","Asteroidea",22,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F057_2_MV1","Bathycoccus prasinos","Mamiellophyceae",16,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F057_2_MV1","Ceratoscopelus","Actinopteri",75,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F057_2_MV1","Cololabis saira","Actinopteri",452,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F057_2_MV1","Delphinidae","Mammalia",3777,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F057_2_MV1","Homo sapiens","Mammalia",2549,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F057_2_MV1","Icichthys lockingtoni","Actinopteri",13702,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F057_2_MV1","Lamna ditropis","Chondrichthyes",47,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"RL2501_F057_2_MV1","Prionace glauca","Chondrichthyes",342,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F057_2_MV1","Symbolophorus californiensis","Actinopteri",576,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F057_2_MV1","Tetragonurus cuvieri","Actinopteri",649,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F057_2_MV1","Trachipterus","Actinopteri",5326,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F057_2_MV1",NA,NA,5033,NA,NA,NA,NA,NA,NA,NA
"RL2501_F057_3_MV1","Astropecten verrilli","Asteroidea",11,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F057_3_MV1","Ceratoscopelus","Actinopteri",1123,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F057_3_MV1","Cololabis saira","Actinopteri",496,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F057_3_MV1","Delphinidae","Mammalia",971,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F057_3_MV1","Homo sapiens","Mammalia",66,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F057_3_MV1","Icichthys lockingtoni","Actinopteri",15745,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F057_3_MV1","Lampanyctus tenuiformis","Actinopteri",1341,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis"
"RL2501_F057_3_MV1","Prionace glauca","Chondrichthyes",231,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F057_3_MV1","Symbolophorus californiensis","Actinopteri",421,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F057_3_MV1","Tarletonbeania crenularis","Actinopteri",1160,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"RL2501_F057_3_MV1","Trachipterus","Actinopteri",5212,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F057_3_MV1",NA,NA,19433,NA,NA,NA,NA,NA,NA,NA
"RL2501_F057_4_MV1","Astropecten verrilli","Asteroidea",110,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F057_4_MV1","Balaenoptera acutorostrata","Mammalia",3,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata"
"RL2501_F057_4_MV1","Bathycoccus prasinos","Mamiellophyceae",4,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F057_4_MV1","Ceratoscopelus","Actinopteri",1850,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F057_4_MV1","Citharichthys sordidus","Actinopteri",138,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F057_4_MV1","Citharichthys stigmaeus","Actinopteri",18,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F057_4_MV1","Delphinidae","Mammalia",4190,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F057_4_MV1","Engraulis mordax","Actinopteri",2617,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F057_4_MV1","Evadne","Branchiopoda",4,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F057_4_MV1","Gallus","Aves",29,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F057_4_MV1","Homo sapiens","Mammalia",3063,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F057_4_MV1","Icichthys lockingtoni","Actinopteri",20466,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F057_4_MV1","Phosichthyidae","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F057_4_MV1","Prionace glauca","Chondrichthyes",296,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F057_4_MV1","Sarda","Actinopteri",35,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda",NA
"RL2501_F057_4_MV1","Sardinops sagax","Actinopteri",38,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"RL2501_F057_4_MV1","Sebastes","Actinopteri",19,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F057_4_MV1","Squalus","Chondrichthyes",2,"Eukaryota","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus",NA
"RL2501_F057_4_MV1","Symbolophorus californiensis","Actinopteri",2469,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F057_4_MV1","Syngnathus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F057_4_MV1","Tetragonurus cuvieri","Actinopteri",1637,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F057_4_MV1","Trachipterus","Actinopteri",23715,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F057_4_MV1","Zalophus californianus","Mammalia",17,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F057_4_MV1",NA,NA,1494,NA,NA,NA,NA,NA,NA,NA
"RL2501_F063_1_MV1","Astropecten verrilli","Asteroidea",1422,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F063_1_MV1","Citharichthys sordidus","Actinopteri",1783,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F063_1_MV1","Engraulis mordax","Actinopteri",237370,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F063_1_MV1","Evadne","Branchiopoda",7,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F063_1_MV1","Merluccius productus","Actinopteri",358,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F063_1_MV1","Orcinus orca","Mammalia",421,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Orcinus","Orcinus orca"
"RL2501_F063_1_MV1","Patiria miniata","Asteroidea",52,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F063_1_MV1","Pisaster","Asteroidea",9,"Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA
"RL2501_F063_1_MV1","Sebastes","Actinopteri",11321,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F063_1_MV1","Strongylocentrotus purpuratus","Echinoidea",37,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F063_1_MV1",NA,NA,6939,NA,NA,NA,NA,NA,NA,NA
"RL2501_F063_2_MV1","Astropecten verrilli","Asteroidea",1141,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F063_2_MV1","Citharichthys sordidus","Actinopteri",7648,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F063_2_MV1","Delphinidae","Mammalia",494,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F063_2_MV1","Engraulis mordax","Actinopteri",239480,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F063_2_MV1","Evadne","Branchiopoda",16,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F063_2_MV1","Homo sapiens","Mammalia",167,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F063_2_MV1","Leuroglossus","Actinopteri",650,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F063_2_MV1","Merluccius productus","Actinopteri",1985,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F063_2_MV1","Orcinus orca","Mammalia",2050,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Orcinus","Orcinus orca"
"RL2501_F063_2_MV1","Patiria miniata","Asteroidea",26,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F063_2_MV1","Pelecanus occidentalis","Aves",2720,"Eukaryota","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis"
"RL2501_F063_2_MV1","Peprilus","Actinopteri",2929,"Eukaryota","Chordata","Actinopteri","Scombriformes","Stromateidae","Peprilus",NA
"RL2501_F063_2_MV1","Poraniopsis inflata","Asteroidea",2,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Poraniidae","Poraniopsis","Poraniopsis inflata"
"RL2501_F063_2_MV1","Prionace glauca","Chondrichthyes",23,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F063_2_MV1","Sebastes","Actinopteri",9542,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F063_2_MV1","Sebastes pinniger","Actinopteri",2411,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F063_2_MV1","Strongylocentrotus purpuratus","Echinoidea",634,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F063_2_MV1",NA,NA,14778,NA,NA,NA,NA,NA,NA,NA
"RL2501_F063_3_MV1","Astropecten verrilli","Asteroidea",40,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F063_3_MV1","Citharichthys sordidus","Actinopteri",361,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F063_3_MV1","Engraulis mordax","Actinopteri",155772,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F063_3_MV1","Merluccius productus","Actinopteri",70,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F063_3_MV1","Orcinus orca","Mammalia",53,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Orcinus","Orcinus orca"
"RL2501_F063_3_MV1","Pisaster","Asteroidea",5,"Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",NA
"RL2501_F063_3_MV1","Sebastes","Actinopteri",4037,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F063_3_MV1","Strongylocentrotus purpuratus","Echinoidea",29,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F063_3_MV1","Zalophus californianus","Mammalia",99,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F063_3_MV1",NA,NA,2950,NA,NA,NA,NA,NA,NA,NA
"RL2501_F063_4_MV1","Astropecten verrilli","Asteroidea",1032,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F063_4_MV1","Citharichthys sordidus","Actinopteri",936,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F063_4_MV1","Engraulis mordax","Actinopteri",177510,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F063_4_MV1","Evadne","Branchiopoda",175,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F063_4_MV1","Leuroglossus","Actinopteri",1458,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F063_4_MV1","Merluccius angustimanus","Actinopteri",522,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius angustimanus"
"RL2501_F063_4_MV1","Merluccius productus","Actinopteri",1310,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
